"storyteller","October 2001"," The best car on your short list is the Prizm, and for a sad reason. It is primarily Japanese. The others are primarily American. That means the Prizm is more likely to be well designed, pleasant to drive, reliable and economical to own. If you study cars very much, the evidence is overwhelming that the Japanese are doing a better job than Americans these days with car design and manufacturing. That's the bad news. The good news is that American cars are definitely getting better, and so your chances of having a good experience with a Cavalier or Grand Am are better now than they would have been a decade or two ago. Good luck! "
"bluewolf","October 2001"," Trying to stay under $30k, but a couple of my choices will probably be just over. This car would be mainly a commuter and some highway miles on weekends. Safety is paramount, but I'd like some speed and handling to go with it if possible.I guess my benchmark for comparison is my Jetta 1.8T. I really like the car overall, enough to consider another VW, but I may want to spend more and get something built better. VWs are nice, but not the pinnacle of quality control to be certain.Okay, anybody who's owned or test driven one of these, or just have strong opinions, I'd like to hear it. Thanks!-VW GTI: 180HP 1.8T or 201HP 24V VR6 (undecided) The new 24V six comes out in spring '02, and I  like my 1.8T, but would like more punch and think a naturally aspirated six might be fun with VWs new 6-speed manual. Also the cheapest on the  list at around $20k 1.8T, $22k VR6.-Volvo S60: Great looking car, reputation for safety. I'd keep the options list simple, with the 2.4L 168HP non-turbo 5-cyl & 5-spd. MSRP is $27125-BMW 325i: Good reputation for build quality and handling. Rear wheel drive and balance supposed to give handling like nobody's business.  Popular car, probably no bargains out there. With sport suspension and HK sound, leatherette  probably still around $30k.-Saab 9-3: I don't know jack about this car. I've always liked the style of Saabs, and they're  supposed to be safe. But they're obviously  different than everything else out there, and  Edmunds said they have mucho torque-steer. MSRP is $27995 for the 2.0L Turbo/5-speed with 205HP.-Audi A4 1.8T: 170HP 5-speed. I'm thinking this is just a nicely trimmed Jetta. Cool options like Xenons and Bose sound available though.  MSRP $25500 Not sure build quality would be up there with BMW/Volvo/Saab.Thanks for your input, I appreciate it! "
"hpulley4","October 2001"," I always wonder when I see such different cars being asked about. Grand Am and Prizm may both be sedans from GM but they are very different cars. What are your wants and needs? Do you need/want styling, driving/handling, passenger/cargo room or what? "
"ronsmith38","October 2001"," anon70: I think the best GM small sedan is not on your list. It is the Olds Alero. It is similar to the Grand Am, but has a 5 Yr./60K warranty. The styling is very sharp in my opinion. I helped my daughter buy one last summer, and she likes it a lot. "
"cyranno99","October 2001"," under 30k... I think that you are better off with a Passat since you are familiar with VW. I doubt that you can get a 325i for under 30k or an S60. "
"caatwood","October 2001"," Just for fun test drive a 2002 Subaru Outback VDC Sedan - "
"01passatv6","October 2001"," I would also consider saturns if eligible, as well as the olds alero, very nice style on coupe and sedan, although the grand am is aclone with lots of body cladding and wierd interior. The prizm is a safe choice too.Passat/Altima/camry/accord debate, I have a 01 passat and love it, such great comfort, style and handling, plus the warranty is improved, not the bland car the others are, and the interior much better, IMO than the new altima, which looks a little too pontiac inside. "
"hpulley4","October 2001"," I don't know about the states right now but the GM Card is definitely available on Saturns in Canada. "
"alculprit","October 2001"," I'd like to buy a used Volvo, something under $3000, 10+ years old is fine. I haven't had a car (haven't needed one in the city) since my 72 Beetle. I wouldn't drive a bug or anything less than a Swedish Brick with all those SUVs bearing down on me. Japanese steel is pretty flimsy.Anyway, what's the best old volvo to buy for reliability and the least expensive to maintain? I'd like to spend as little as possible (who wouldn't?) but of course don't want to end up paying for it later.Thanks! "
"hpulley4","October 2001"," My dad has good luck with 240 and 740 Volvos, and currently has, I think, an '86 240 sedan and an '87 740 wagon; both have been very good. He looks forward to getting a car from the '90s next! This is his first 740. He's had lots of 240 series and some have been very good, others bad:Don't get the 4-cyl with carb and 3-speed auto as it is terribly underpowered. Even with manual tranny, the carb engines are to be avoided if possible. Also, don't get the 6-cyl (bad old Renault engine) or the turbo on these cars as it was just too early and is a repair nightmare -- most people with these engines replace them with regular 4-cyls if they keep them at all. The fuel-injected 4-cyls with 4-spd + overdrive manual or auto have usually done him well. "
"canadiancl","October 2001"," Your dad is like my dad. His car-buying cycle is measured in decades! "
"needabeater","October 2001"," some body help find a beater, for winter, for cheap, but it has to run and have heat. "
"ghulet","October 2001"," To some, older than five years old is a 'beater'. Do you mean super cheap (like under $2000, $1000, $500!)? Also depends where you live: if you live w/snow & salt, most older cars rust away, and rear wheel drive sucks in the snow.I live in Chicago, we tend to find our beaters on the street, in gas station lots, etc. I've been at my mom's in Indiana, lots of old American cars for sale in people's yards for next to nothing. Check your local free papers, too.Um, some OK really cheap cars IMO (less than $1000):old GMs (77-80s Caprices/LeSabres especially, but they use some gas)80s Honda Accord & Civic 5 speed, watch for rust; I'd avoid Prelude80s Nissan Sentras, super cheap and common (get a 5 spd)Toyotas, of course (mid-80s Corollas, 84-86 Camry)Maybe an old Hyundai Excel, if not ever in a hurry (SSLLLOOOWWW)You don't want big repair$, stay away from any beater Saabs, Volvos, BMWs, Acuras (parts are '$pensive) or VWs (parts again). You don't want an $800 European car.Have fun, let us know what you find._ "
"storyteller","October 2001"," The car I gave my daughter would certainly qualify: a 1992 Mazda MX6. She loves it. The car is peppy and fun to drive and has been reliable, albeit rusty. The 626 would be similar. Old Nissan Altimas are a good bet. The older Mazda and Nissan coupes and sedans have many of the best qualities of Japanese cars without being as pricey as Toyota or Honda cars of the same age. "
"arkham","October 2001"," hey all... looking for a midsize sedan... just posted my situation in the comparison forum and then i saw this thread so here's a link to my situation.arkham ""chrysler sebring vs dodge stratus vs mitsubishi galant vs subaru legacy"" Oct 28, 2001 7:11pmmy favorites right now are the subaru legacy, chrysler sebring / dodge stratus and the mitsubishi galant. "
"cyranno99","October 2001"," You're a young guy with a family so I think that you should think about getting a slightly used car. However, I bet that you might have a tough time convincing your wife. Another good value car that you might want to consider is the Hyundai Sonata. I guess that any good car under 20k would be what you are going to purchase. You might want to consider a base Nissan Altima as well..... so many choices for a family sedan... good luck "
"anon70","October 2001"," i have $2500 from my GM card and is expiring. i am trying to keep it under $14k and am considering : 1)Chevy prism LSi w/automatic transmission, and sunroof options. 2) Olds Alero GX3) hyndai Eltra GLS w/sunroof optionBoth GM cars cost ~$16500 - 2500 = $14k. the elantra also costs 14k.Plus/minus: Prizm - Toyota reliability, sunroof. Antilock brakes costs $500 more. no lumbar support. lower warrenty than other 2 cars (3yr/36k miles)Alero - Antilock brakes and traction control standard. no sunroof, or lumbar support. 5yr/60k warrentyElantra - Can pick sunroof OR antilock brakes, not both. Seats have lumbar support. 5yr/60k warrenty. ""Laugh"" factor. ie: Friends laugh at you for buying a Hyundai.ok, i have a 93 sentra w/180k miles that beginning fall apart. It doesnt have antilock brakes and it drives fine so ABS is low priority. But i like longer warrenties. And sunroof is good. I plan to drive the car till it dies so resell value isnt a consideration. But i do drive long trips. Questions:1) How much more does lumbar support add to the ride?2) Whats the difference between cloth upholstery and premium cloth upholstery?3) Which of those 3 cars would you choose?THX "
"claywaterfill","October 2001"," You answered your own question. You want a sunroof and a long warranty for your road tripping; but, you don't care about ABS and resale means nothing. The answer is the Elantra. You mention getting laughed at by your friends. You are buying the car for you, not them. They wouldn't laugh at you if they were friends. Sure, they may poke a little fun at first, but you could beat them to the punch and take the wind out of their sails. Maybe you could step it up a little to the GT? It would be hard to laugh at leather seats and alloy wheels for about $15k. "
"eddieis","November 2001"," I'm planning on buying a 2002 Jetta GLX or Accord EX V6, but I'm torn. Does anyone have any advice?Also, does anyone know if either one of these cars be fitted with an aftermarket navigation sysyem?Thnaks "
"claywaterfill","November 2001"," If you do not need a bunch of interior room, get the Jetta GLX. It isn't the same car all your neighbors drive and has a better warranty. Consumer Reports rate them both as ""Recommended"" and they say the Passat is better than the Accord. The knock on Jetta is its size. It is smaller than a Nissan Sentra or a Hyundai Elantra. I know that sounds too hard to believe, but it is. But, for fun and variety, get the VW Jetta. "
"karl","November 2001"," anon70 - I vote for the Prizm as the best of these 3. Why ? Because -1) Reputation for reliability - this car is the mechanical clone of the Toyota Corolla, built at the NUMMI plant in Fremont California, alongside the Corolla. 2) 3/36 warranty is fine, vs. 5/60 for Alero, or combo of 5/60 & 10/100 for Elantra - because most warranty repairs will occur in the first year or so of ownership... by the time 3/36 rolls around, you should have had all the minor bugs surface & be repaired under warranty. In the time between 3/36 and 5/60, nothing major should be expected to fail. (Think about your '93 Sentra - if you've had it since new, what (if anything) broke during 1995, 1996, 1997 ?)If this is a major concern, any car dealer will happily sell you an extended warranty to bring the 3/36 up to 5/60, or 7/75, etc.3) Resale - if you plan to sell / trade in this car in 2-4 years, the Prizm should hold its value better, due to its Toyota roots. Alero = Oldsmobile = extinct after this year. Hyundai = amazingly poor resale value.4) GM Card free money on the Prizm - this should help rule out the Hyundai. Also, check whether GM is still offering 0% financing, and if it applies to this model. This of course depends on your credit situation.-Karl "
"canadiancl","November 2001"," I'm considering one of the 3 following 2002 models:1. Accord EXV6: Proven design and reliability. Tops in value. But staid.2. Camry SEV6 (non-leather): Toyota reputation, new model, but so-so styling and power and relatively high cost.3. Maxima GXE: Sweet VQ35, has more standard equipment but you also pay a little more than the other 2, plus possibility of obsolescence in near future as Nissan moves Maxima in whole different direction.What do you guys think? "
"storyteller","November 2001"," If you enjoy cars and can appreciate performance, it shouldn't be a hard decision. The Maxima is a ton of fun. You can argue that it is a bad buy because of the anticipated sixth generation change, but that argument applies to the Accord as well. Turning that argument around, the Maxima today is one of the best bargains in cars because it is taking a beating from its lil' brother, the Altima. You're never going to get a better buy on a Maxima. Even with its beam axle, the Max is more fun to drive than anything else here. "
"claywaterfill","November 2001"," If you're worried about obsolescence (Accord and Maxima), and you're not crazy about the Camry, why not get an Altima? With 240 HP, it's second only to Maxima, but the styling will be fresh for years to come. I bought a new Integra in the early summer of 1993. I had no idea--and nobody at the dealership told me--that the car was changing about 6 weeks later. Even though I still loved the car, I was irked that my brand new car was suddenly old and dated. I think if you buy the Accord, you will have the same feeling next fall. Maxima may not be far behind. I do have one other crazy suggestion. I know it will get blasted and I'm prepared for it, but I'll throw it out there anyway. Before you buy whatever it is you are going to buy, at the very least drive a Hyundai XG350. In a 3 way comparison by Motor Trend magazine last spring, the XG300 beat the Honda Accord EX V6. Motor Trend even acknowledged the XG300 would not make a dent in the Accord's sales, but they said it was the car they would buy with their own money. The 2002 XG350 has a larger, more powerful engine, so I feel it would have to be better than last year's Just a suggestion, though. Of the three listed, go with Maxima. I would probably buy an Altima 3.5, but I would probably at least drive an XG350 first. "
"jimsxn","November 2001"," Some say that the GXE model is too softly sprung to qualify as a real Max. It is better to get SE or no Max at all. "
"canadiancl","November 2001"," I did look at the Altima and I really didn't like the quality of its interior, especially if you compare it side-by-side with the Max. I also think the Max's front end is much more aggressive-looking.I agree the SE is sweet, but it exceeded our budget. And this will primarily be my wife's car, and she wouldn't care about the handling advantage of the SE. "
"corliss1","November 2001"," I lease a 1999 Chrysler 300M and need to choose my next car. While I love the power, looks, and amenities of the 300M, the next car needs to be QUIETER, with better visibility out the front sides and rear of the car, and with a truly luxurious feeling. So far I've driven the 1998 LS400 (must stay in the $35K or less range) and a new Toyota Avalon. Have been told the Acura RL, Infiniti J30(?), and Audi A-6,8 would be good for comparison. Also wonder about the smaller Cadillacs. Absolutely loved the LS 400 and my ONLY concern is that it is RWD. Am in Colorado and must cope at times with snow, slush, and ice. So I went back to looking at FWD autos. Loved the Avalon but missed some of the power of the Lexus. It did seem to have a lot for the money. Again, I love the 300M and want something even better. "
"claywaterfill","November 2001"," You might try Acura TL, Lexus ES300, or Infiniti I35. That new ES300 is a nice looking car (IMO). You mention Cadillac. Catera would be your only option I think. With this the last year of the Catera, you might get a real good deal on one. Acura RL is out of your range at $35k. "
"cyranno99","November 2001"," The smallest Caddy is RWD... so will the CTS...I'd pick the Acura TL type S for best value - Edmunds' editors choice as well. The Lexus is worth a look since you want a QUIETER car. "
"theworldizmyn","November 2001"," I'm about to have a baby in about 3 1/2 weeks here. I don't have a car at the time being, and I'm going to desperatly need one. I've been wondering lately which car would be best for me. I'm obviously have to get a sedan, because a coupe would be just plain stupid to get. I don't want to break my back with a car seat for the next 5/6 years, so I'm going for the sedan. I'm going to need a good, reliable, and powerful sedan for my family. I'm leaning towards a V6, because I want enough power to get my family out of a tight situation on the raod, and quickly. So any family men/women out there, preferably a new family woman/man, but a family person period who is willing to help me out would be very much appreciated. So please help me in my decision in buying a car. Oh, I almost forgot, I have to get a used car, maybe, just maybe I can get a new car considering how the economy is working right now. So any advice would be very, very helpful. Very Kindly,TheWorldIzMyn "
"corsicachevy","October 2001"," ""I've eliminated the Q45 and the A8. The Q, as loaded as it is, just doesn't hold up to a $59K plus price tag. If you slapped a Lexus or BMW badge on it, you probably couldn't find one. With the Infiniti emblem, they just don't sell"" - peteri.So what? This sounds like an ideal situation for you. A manufacturer (Nissan) has put together an attractive, capable car that has not caught on with the buying public. Right now should be a good time to deal. Don't be fearful of a product line just because the ""masses"" don't like it. Be unique and get the new Q (of the four cars you're looking at) - it seems to be quite a pleasant car.If it were me, I would look at the new, top-of-the-line Audi A4. "
"canadiancl","October 2001"," The new Infiniti I35 is one fine-looking car, and seem to be a hell of a bargain. "
"stebu","October 2001"," I agree with corsicachevy. You could be missing a golden opportunity. The Q45 certainly lives up to the $59K price tag if you consider what you get from the other cars your considering at (or above) that price point. Also, consider that the Q45 comes from a company that is decidedly on the up swing. The soon to be released G35 can only generate more interest in the whole Infiniti lineup.I seriously doubt that you will see a car as good as the new Q depreciate anything like it's predecessor. It's better to choose a car on its merits. You'll have a much better chance of living with the choice down the road. "
"peteri1","October 2001"," Thanks for the comments. I do think the Q offers the most technology and packs the most features of almost any car out there. However, here in Illinois, dealers are quasi-stonewalling on the premium package Q's. What they're saying is ""we're holding pretty much to sticker, but with low money factors and fair residuals, the leases are competitive.""My point is soft money is a function of the economy and has nothing to do with the sticker. I've got a few months. I'll take a Q for a spin in what's soon to be lousy Chicago winter weather. If it can handle snow and ice, like the dealers claims and like my 1995Q45t couldn't, I would certainly reconsider. By that time, if their sales are still lagging, maybe they'll spare me the economics lesson.As for the Volvo, I drove (extensively) the S80T6 before I opted for the 99GS400. I loved the Volvo seats, but there were nagging squeaks and rattles, loose trim etc.. I think the Volvos have come a long way, no longer quirky, IMO, like the Saabs. One more thing about the Q--it IS distinctive. The Volvo S80 looks like the S60. The A6's, except for some fender flaring and emblems, are all identical. The LS430 looks like so many Mercedes models, with a 3.5RL rear end.My worst fear is that there will be a 2001 740i Sport leftover available which will scramble all my thinking. If Acura had only come out with their V8 model!! "
"vbnm","October 2001"," peteri1, why wouldn't you consider a 740i sport? i think this car is one of the best looking on the market, saying nothing of its superlative performance. if you haven't already heard, with the introduction of the new 7 around the corner, dealers are HEAVILY discounting this year's 7-series. people on other message boards have reported driving these cars off the lot for as low as $56k. that's absurd. and a tremendously good deal, imo. if you're shopping an A8, the high-end A6, or the rear-drive infiniti/lexus i think you owe it to yourself to check out this classic. "
"peteri1","October 2001"," That's my point.. If they're still around, I most definitely would consider one. That would just confuse the issue even more. The 740i would bump the LS430 off the list and probably run to the top of the list. Since I'm leasing, not buying, I wonder how the 740i, as a 2001 model (being 16 months old at that point), would hold it's residual value in light of the 2002 model being an all new 745i version? "
"vbnm","October 2001"," sorry, peteri1, misunderstood you. on the one hand, your dilemma about the resale value is a legitimate one, but this is not an ordinary car. more to the point, there are, clearly, many people who DO NOT like the styling of the new 7, and prefer the looks of the current version. this might help the current 7's resale value down the road. the same phenomenon occurred with the current and previous generation porsche 911, which some purists thought became too soft in both aesthetic design and visceral appeal, and with the current and previous generation mercedes s-class, which many thought lost its admirable, anvil-like solidity. anyhow, not to say that the new 7-series won't be a technical marvel, but it's equally certain that, come trade-in time, there will be plenty of people looking for a low mileage 2001. "
"tennisnut2000","October 2001"," "
"tennisnut2000","October 2001"," I am looking for a used car for my daughter in the $4,000 dollar range. I have looked at 96 Mazca Protoge (71K) 91 Toyota Corrolla (79k) 92 Toyota Corrolla (79K) and 92 Prizm (98K). The Camry is very clean and although older runs great and is a bit more substantial. The Mazda may be the best buy and in decent shape. All have automatic. Corola is clean as well but at same price Camry seems better buy. Any opinions on these cars or other suggestions are appreciated. "
"bigcheez","October 2001"," Hello,I am new to the message board so here goes.I am deciding between the 3 cars for 2002 models. I am leaning toward the Altima, but am not very familiar about Nissan or its reliablity record. I know the 2002 is all new and I have driven all of the cars.I know the camry had been the to rated vehicle 4 or 5 years running, but I liked the altima better and felt for the money I could get more. Have had Jetta diesels in the past and my husband is sold on them. But I prefer something bigger and automatic. So if anyone can give me some advice I would appreciate it.thanks... "
"whichvw","October 2001"," considering the 2002 Passat and the 2002 Altima, but have since decided on the Passat. It is safer (or I assume it is, because of the 2 extra standard air bags, even when the Altima is equipped with the Airbag option.) The interior is much nicer, and I also didn't notice that much difference in the way the two handled. I am interested in seeing what other people have to say though. Good luck. "
"cyranno99","October 2001"," tennisnuts - where's the Camry? I'd pick the Mazda because it is a good car and it is newer.Passat .... I'd probably pick this one over the new Altima. The VW has a better interior and has a better warranty now. However, if you are into performance then the Nissan would be the way to go.... with its cheesy interior. "
"storyteller","October 2001"," With the radical improvement of the Altima, there are now four excellent family sedans to choose from: Accord, Altima, Camry and Passat. Anyone trying to decide which to buy should spend time scanning the discussion groups for these cars and then do as much test driving as the dealerships will allow. When cars are this good, your decision will come down to little factors of personal preference that you have to make based on your response to the car.But let me add another consideration. New car dealerships vary FAR more in quality than these cars vary. No matter how nice your new Camry or Altima, etc, might be, if the dealership sucks your experience with the car won't be good. Putting it the other way around, many folks would be delighted with any of these cars if they bought it from and had it serviced by a really outstanding dealership. It's an area well worth taking time to research it. "
"ruski","October 2001"," I don't know about Audi or VW or Acura's manumatics, but for the last year I have been driving my Chrysler 300M in the AutoStick mode 90% of the time. It is pretty good in stop and go traffic. The auto tranny would constantly shift up and down and seek gears. With the AutoStick, I can just tell it to stay in 2nd all the time. "
"tikyo711","October 2001"," hello friends, i am new at this townhall. i have been looking around for a good used C280's and C230's. knowing that Mercedes always keep their resale value, i also saw the new Altimas. since the price of a new Altima is about the same as the C230 kompressor w/ 50k miles that i am interested in, which car do you think would still keep their value at the end of 4 years? i will be financing it. will the Benz be a better choice? friends say ""yes"" but i thought i'd consult Edwards townhall for better answers. am i right? "
"afty","October 2001"," Since cars lose most of their value in the first year of ownership, the Mercedes will hold its value much better than the Altima. Resale value on the Altima is unknown since it's a new model, but because prices for the car can range from $18k to $29k, it might not be good. Then again, if the car is a huge hit, everything could change.One thing to consider about the Mercedes is that it will be expensive to maintain and repair. It will probably cost you considerably more to own the Merc than the Altima. Also, 50k miles is a lot to have on a '99 car. Have the Merc checked out by a mechanic to make sure it's in good shape. "
"cyranno99","October 2001"," C230 might be a good choice because it has better build quality. However, I am wary of the supercharger (from reliability standpoint). Yeah, 50k is a lot on a four cylinder with supercharger, but I think most of those miles are on the highway so the stress on the engine is not that bad. Since you seem to like MB then that could be the car for you, but just make sure that you have some good warranties. Good luck! "
"dave330i","October 2001"," will be more expensive than the Altima per visit, but you should be visiting less. I believe MB is on same maintaince schedule as BMW which is every ~15k. "
"anon70","October 2001"," i have $2500 in rebates from my GM card that's expiring.my 93 nissan sentra w/180k miles has started giving me grief within the past 3 months. (battery/alternator/starter/and now it looks like i have to replace the flywheel, which was quoted at $700 at the dealer).Anyway, i've looked at the grand am, prizm, sunfire, cavalier. according to edmunds reviews, the prizm is the best of the bunch. But i would like your thoughts?THXps- Edmunds review on the prism says 0% apr till 1/15/2002???pps- anyway i can combine the $1500 cashback w/the 0% apr? "
"storyteller","October 2001"," The best car on your short list is the Prizm, and for a sad reason. It is primarily Japanese. The others are primarily American. That means the Prizm is more likely to be well designed, pleasant to drive, reliable and economical to own. If you study cars very much, the evidence is overwhelming that the Japanese are doing a better job than Americans these days with car design and manufacturing. That's the bad news. The good news is that American cars are definitely getting better, and so your chances of having a good experience with a Cavalier or Grand Am are better now than they would have been a decade or two ago. Good luck! "
"bluewolf","October 2001"," Trying to stay under $30k, but a couple of my choices will probably be just over. This car would be mainly a commuter and some highway miles on weekends. Safety is paramount, but I'd like some speed and handling to go with it if possible.I guess my benchmark for comparison is my Jetta 1.8T. I really like the car overall, enough to consider another VW, but I may want to spend more and get something built better. VWs are nice, but not the pinnacle of quality control to be certain.Okay, anybody who's owned or test driven one of these, or just have strong opinions, I'd like to hear it. Thanks!-VW GTI: 180HP 1.8T or 201HP 24V VR6 (undecided) The new 24V six comes out in spring '02, and I  like my 1.8T, but would like more punch and think a naturally aspirated six might be fun with VWs new 6-speed manual. Also the cheapest on the  list at around $20k 1.8T, $22k VR6.-Volvo S60: Great looking car, reputation for safety. I'd keep the options list simple, with the 2.4L 168HP non-turbo 5-cyl & 5-spd. MSRP is $27125-BMW 325i: Good reputation for build quality and handling. Rear wheel drive and balance supposed to give handling like nobody's business.  Popular car, probably no bargains out there. With sport suspension and HK sound, leatherette  probably still around $30k.-Saab 9-3: I don't know jack about this car. I've always liked the style of Saabs, and they're  supposed to be safe. But they're obviously  different than everything else out there, and  Edmunds said they have mucho torque-steer. MSRP is $27995 for the 2.0L Turbo/5-speed with 205HP.-Audi A4 1.8T: 170HP 5-speed. I'm thinking this is just a nicely trimmed Jetta. Cool options like Xenons and Bose sound available though.  MSRP $25500 Not sure build quality would be up there with BMW/Volvo/Saab.Thanks for your input, I appreciate it! "
"hpulley4","October 2001"," I always wonder when I see such different cars being asked about. Grand Am and Prizm may both be sedans from GM but they are very different cars. What are your wants and needs? Do you need/want styling, driving/handling, passenger/cargo room or what? "
"ronsmith38","October 2001"," anon70: I think the best GM small sedan is not on your list. It is the Olds Alero. It is similar to the Grand Am, but has a 5 Yr./60K warranty. The styling is very sharp in my opinion. I helped my daughter buy one last summer, and she likes it a lot. "
"cyranno99","October 2001"," under 30k... I think that you are better off with a Passat since you are familiar with VW. I doubt that you can get a 325i for under 30k or an S60. "
"caatwood","October 2001"," Just for fun test drive a 2002 Subaru Outback VDC Sedan - "
"01passatv6","October 2001"," I would also consider saturns if eligible, as well as the olds alero, very nice style on coupe and sedan, although the grand am is aclone with lots of body cladding and wierd interior. The prizm is a safe choice too.Passat/Altima/camry/accord debate, I have a 01 passat and love it, such great comfort, style and handling, plus the warranty is improved, not the bland car the others are, and the interior much better, IMO than the new altima, which looks a little too pontiac inside. "
"hpulley4","October 2001"," I don't know about the states right now but the GM Card is definitely available on Saturns in Canada. "
"alculprit","October 2001"," I'd like to buy a used Volvo, something under $3000, 10+ years old is fine. I haven't had a car (haven't needed one in the city) since my 72 Beetle. I wouldn't drive a bug or anything less than a Swedish Brick with all those SUVs bearing down on me. Japanese steel is pretty flimsy.Anyway, what's the best old volvo to buy for reliability and the least expensive to maintain? I'd like to spend as little as possible (who wouldn't?) but of course don't want to end up paying for it later.Thanks! "
"hpulley4","October 2001"," My dad has good luck with 240 and 740 Volvos, and currently has, I think, an '86 240 sedan and an '87 740 wagon; both have been very good. He looks forward to getting a car from the '90s next! This is his first 740. He's had lots of 240 series and some have been very good, others bad:Don't get the 4-cyl with carb and 3-speed auto as it is terribly underpowered. Even with manual tranny, the carb engines are to be avoided if possible. Also, don't get the 6-cyl (bad old Renault engine) or the turbo on these cars as it was just too early and is a repair nightmare -- most people with these engines replace them with regular 4-cyls if they keep them at all. The fuel-injected 4-cyls with 4-spd + overdrive manual or auto have usually done him well. "
"canadiancl","October 2001"," Your dad is like my dad. His car-buying cycle is measured in decades! "
"needabeater","October 2001"," some body help find a beater, for winter, for cheap, but it has to run and have heat. "
"ghulet","October 2001"," To some, older than five years old is a 'beater'. Do you mean super cheap (like under $2000, $1000, $500!)? Also depends where you live: if you live w/snow & salt, most older cars rust away, and rear wheel drive sucks in the snow.I live in Chicago, we tend to find our beaters on the street, in gas station lots, etc. I've been at my mom's in Indiana, lots of old American cars for sale in people's yards for next to nothing. Check your local free papers, too.Um, some OK really cheap cars IMO (less than $1000):old GMs (77-80s Caprices/LeSabres especially, but they use some gas)80s Honda Accord & Civic 5 speed, watch for rust; I'd avoid Prelude80s Nissan Sentras, super cheap and common (get a 5 spd)Toyotas, of course (mid-80s Corollas, 84-86 Camry)Maybe an old Hyundai Excel, if not ever in a hurry (SSLLLOOOWWW)You don't want big repair$, stay away from any beater Saabs, Volvos, BMWs, Acuras (parts are '$pensive) or VWs (parts again). You don't want an $800 European car.Have fun, let us know what you find._ "
"storyteller","October 2001"," The car I gave my daughter would certainly qualify: a 1992 Mazda MX6. She loves it. The car is peppy and fun to drive and has been reliable, albeit rusty. The 626 would be similar. Old Nissan Altimas are a good bet. The older Mazda and Nissan coupes and sedans have many of the best qualities of Japanese cars without being as pricey as Toyota or Honda cars of the same age. "
"arkham","October 2001"," hey all... looking for a midsize sedan... just posted my situation in the comparison forum and then i saw this thread so here's a link to my situation.arkham ""chrysler sebring vs dodge stratus vs mitsubishi galant vs subaru legacy"" Oct 28, 2001 7:11pmmy favorites right now are the subaru legacy, chrysler sebring / dodge stratus and the mitsubishi galant. "
"cyranno99","October 2001"," You're a young guy with a family so I think that you should think about getting a slightly used car. However, I bet that you might have a tough time convincing your wife. Another good value car that you might want to consider is the Hyundai Sonata. I guess that any good car under 20k would be what you are going to purchase. You might want to consider a base Nissan Altima as well..... so many choices for a family sedan... good luck "
"anon70","October 2001"," i have $2500 from my GM card and is expiring. i am trying to keep it under $14k and am considering : 1)Chevy prism LSi w/automatic transmission, and sunroof options. 2) Olds Alero GX3) hyndai Eltra GLS w/sunroof optionBoth GM cars cost ~$16500 - 2500 = $14k. the elantra also costs 14k.Plus/minus: Prizm - Toyota reliability, sunroof. Antilock brakes costs $500 more. no lumbar support. lower warrenty than other 2 cars (3yr/36k miles)Alero - Antilock brakes and traction control standard. no sunroof, or lumbar support. 5yr/60k warrentyElantra - Can pick sunroof OR antilock brakes, not both. Seats have lumbar support. 5yr/60k warrenty. ""Laugh"" factor. ie: Friends laugh at you for buying a Hyundai.ok, i have a 93 sentra w/180k miles that beginning fall apart. It doesnt have antilock brakes and it drives fine so ABS is low priority. But i like longer warrenties. And sunroof is good. I plan to drive the car till it dies so resell value isnt a consideration. But i do drive long trips. Questions:1) How much more does lumbar support add to the ride?2) Whats the difference between cloth upholstery and premium cloth upholstery?3) Which of those 3 cars would you choose?THX "
"claywaterfill","October 2001"," You answered your own question. You want a sunroof and a long warranty for your road tripping; but, you don't care about ABS and resale means nothing. The answer is the Elantra. You mention getting laughed at by your friends. You are buying the car for you, not them. They wouldn't laugh at you if they were friends. Sure, they may poke a little fun at first, but you could beat them to the punch and take the wind out of their sails. Maybe you could step it up a little to the GT? It would be hard to laugh at leather seats and alloy wheels for about $15k. "
"eddieis","November 2001"," I'm planning on buying a 2002 Jetta GLX or Accord EX V6, but I'm torn. Does anyone have any advice?Also, does anyone know if either one of these cars be fitted with an aftermarket navigation sysyem?Thnaks "
"claywaterfill","November 2001"," If you do not need a bunch of interior room, get the Jetta GLX. It isn't the same car all your neighbors drive and has a better warranty. Consumer Reports rate them both as ""Recommended"" and they say the Passat is better than the Accord. The knock on Jetta is its size. It is smaller than a Nissan Sentra or a Hyundai Elantra. I know that sounds too hard to believe, but it is. But, for fun and variety, get the VW Jetta. "
